userName,content,score,at
Pengguna Google,"Kecewa banget udah beli kuota topping malah kuota utama yang terpakai, sudah 2 kali seperti ini. padahal tidak ada atau pakai VPN. Saat kuota utama habis, kuota toping tidak bisa digunakan, aplikasi By.u juga tidak bisa dibuka. Sudah komplen lewat aplikasi dan IG tidak ada jawaban yang memuaskan dan solusi ataupun penyelesaian masalah. MENGECEWAKAN!!!",1,2025-05-20 17:41:16
Pengguna Google,"apk byu bagus banget sumpah, trs nggk ngelag menurut ku (cuman di beberapa daerah aja ngelag tapi yang lain aman), harga kuotanya juga murah murah, tapi sayang ini kenapa apknya nggk bisa dibuka yaa min?? trs di suruh log in lagi, pas mau klik log in tiba tiba keluar dari apk sendiri, udh di coba berkali kali sama aja🙏🏻, udh coba hapus cache tetap nggk bisa, udh uninstall dan install lagi tetap sama, ituu gimana yaa min?? (memori saya juga nggk penuh) dann udh di-update jugaa padahal",2,2025-05-11 09:31:12
Pengguna Google,"Bintang 3 dulu ya.. saya baru sebulan pakai by.u beralih dari pengguna xl.. nanti kalau banyak fitur menarik, jaringan lancar, harga paket murah terjangkau dan tidak ada kendala saya rubah lagi bintangnya.. semoga tidak mengecewakan ya..",3,2025-05-03 09:49:25
Pengguna Google,"untuk kendala apk sudah aman, sekarang tinggal sinyalnya yg kaga jelas, cuman buat nnton story wa loading lama banget, padahal paket data 60gb+, tolong by.u perbaiki ini kaga jelas banget, KECEWA BERAT kalo gak diperbaiki.",1,2025-04-26 12:53:57
Pengguna Google,"kalau sudahnmalam lewat jam 11 malam jaringan lelet, jam 00 tidak bisa akses apalagi jam 00 tidak bisa buka aplikasi by'u padahal saya membutuhkan buka aplikasi untuk tambah kuota internet. kacau. seharusnya secepatnya ditindak lanjutin, kalau promo kuota oke untuk pekerjaan saya. .",2,2025-04-23 00:45:58
Pengguna Google,"lag, jaringannya lag baget, aneh padahal masih banyak kolta nya. waktu itu udah beli pulsa mau beli paket data nya ehh malah lag nunggu 5 jam ku kira masih lag, ternyata emang gitu, sampe malam aku tunggu masih tetap ngga bisa masuk ke apk nya, setelah pake wifi sodara buat beli paket data di apk nya bisa, kalo tau gitu ngga usah nunggu lama. terus sekarang banyak lag nya, aneh baget dulu ngga pernah lag ko sekarang sering yaa padahal suka isi pulsa nya",1,2025-05-14 20:38:46
Pengguna Google,"ada kendala di sering terjadi kesalahan, server gangguan setiap login, sinkronisasi agak lemot, cuma nggak terlalu problem amat masih bisa digunakan dengan baik, kedepannya aplikasi perlu ditingkatkan supaya lebih nyaman untuk pengguna,",4,2025-04-28 19:20:34
Pengguna Google,"Aplikasinya sering bermasalah, data dihidupkan kadang tidak bisa masuk coba provider lain bisa masuk yang ini enggak, nampilin iklan tetapi tidak memberikan tombol X, respon fitur loadingnya kelamaan, dan aplikasi udah kayak test Benchmark hp. itu saja masukan dari saya",3,2025-04-09 09:30:00
Pengguna Google,"Dulu By.U cukup stabil, tapi sekarang sering lag, terutama saat main game online. Aneh banget, kalau direkam malah lancar, tapi kalau nggak, justru makin ngelag. Padahal sinyal penuh dan speedtest normal. Saya sudah coba berbagai cara: restart HP, reset jaringan, ubah APN, bahkan pakai HP lain. Hasilnya tetap sama, hanya By.U yang bermasalah. CS juga nggak memberi solusi selain ""cek sinyal dan tunggu."" Tolong perbaiki, kalau tidak, saya terpaksa pindah ke provider lain yang lebih stabil.",1,2025-03-30 06:24:47
Pengguna Google,"kecewa berat dengan pengalaman saya membeli paket kuota Super kaget 7GB, pembayaran sudah saya selesaikan tapi kuota belum masuk juga, bukti pembayaran sudah saya berikan tetap tidak ada tindakan, sekiranya saya ingin uang saya di kembalikan jikalau menang by. U sedang bermasalah, masalahnya saya sudah 2 kali membeli paket dan masalahnya tetap sama, saya merasa ditipu, saya benar-benar kecewa kepada by. U Bukti transaksi masih saya pegang.",1,2025-03-22 12:35:48
Pengguna Google,"kecewa berat dengan pengalaman saya membeli paket kuota Super kaget 7GB, pembayaran sudah saya selesaikan tapi kuota belum masuk juga, bukti pembayaran sudah saya berikan tetap tidak ada tindakan, sekiranya saya ingin uang saya di kembalikan jikalau memang by. U sedang bermasalah, masalahnya saya sudah 2 kali membeli paket dan masalahnya tetap sama, saya merasa ditipu, saya benar-benar kecewa kepada by. U Bukti transaksi masih saya pegang.",1,2025-03-19 04:09:45
Pengguna Google,"apk,by.u. aneh sering kali jaringan buruk kalau Hospot teman jaringan nya makin buruk padahal baru isi data. selalu leg kalau di dalam ruangan tertutup maupun di ruangan terbuka, seringkali saya kalau mau main game atau scroll IG selalu harus keluar rumah biar jaringan nya Bagus. jadi tolong buat DEFELOPER tolong agar masalah ini cepat di selesaikan, soalnya udh pake by.u selama 3 Bulan masalah ini belum terselesaikan. jadi buat by.u kalau masih seperti ini saya akan pindah ke APK lain.",1,2025-04-23 06:52:36
Pengguna Google,"+ murah paket data nya, - sinyal nya kadang ilang, kadang sinyal jadi E kalo terlalu banyak membuka apk padahal cuma buka google 🤨 - ini paling gua gk suka adlh tiba² pulsa nya berkurang 3 ribu setiap ngisi pulsa, apalah notif kepotong 3 ribu untuk event itu kek nya yg bermasalah karna otomatis ilang tu pulsa kek hantu padahal mau beli paket data malah kurang, (kurang ajarrr) -lelet banget apk nya tolong respon apk tu yng tinggi napaaa",2,2025-04-24 19:52:40
Pengguna Google,"jujur menurut aku by.u ini bagus, dari Kouta nya yang murah"" dan aku juga udah setahunan pakai by.u, cuman kurangnya itu kadang"" ngelag, kaya datanya mati sendiri atau jaringan Telkomsel bagus tapi yang by.u ngelag, tapi cuman itu sih, soalnya aku juga tinggalnya dekat tower jadi sinyalnya cukup bagus. mungkin perlu perbaikan dikit aja, karena aku juga taunya kalau by.u itu sinyal lancar kalau tempat kita itu di pasar/gak jauh dari tower. sekian aja ya🙏",5,2025-04-22 06:31:07
Pengguna Google,Mengecewakan.. Beli kuota 7 Gb pembayaran sudah terselesaikan tapi nggak ada konfirmasi masuk. Dicoba lagi melakukan pembayaran kedua kalinya masuk kuotanya. tetapi status pembayaran yg pertama jadi nggak jelas. sudah coba komplain ke CS tapi mengecewakan responnya. lebih baik pindah ke provider lain..,1,2025-03-25 15:51:46
Pengguna Google,"nomer aku tiba tiba hangus padahal sim tersambung terus di hp ngga pernah aku lepas atau mode pesawat(emang iya ngga pernah pakai internetnya karena pakai wifi) tapi sinyal jaringan di hp masih ada, dan cs nyaranin ganti nomer mana gonta ganti cs kayak kurang profesional mana balesnya lama pula hp mati keluar aplikasi ngulang lagi, provider lain kalau nomer mati masih bisa bantu asalkan nomer belum ada yang pakai, mana nomer yang aku pakai udah kesimpan banyak relasi buruk banget sumpah by.U",1,2025-05-09 21:42:10
Pengguna Google,"tolong di perbaiki lagi untuk aplikasinya saat di buka ngelek² kebanyakan menu gak jelas, buka aplikasi yg lain aman² aja gak lag , terus gaada tanggal kadaluwarsa paket nya jadi gak tau kapan berakhirnya Kouta kita,dan satu lagi kenapa jaringannya tiba² sering hilang habis itu bagus lagi tolong di perbaiki",4,2025-05-02 23:49:23
Pengguna Google,"maaf kak selalu ada kendal tolong di perbaiki lagi soal jaringan leng padahal jaringan simpati loop bagus jaringannya tetapi setelah di tukar malah lemah kekuatan jaringan , cukup saran saya jaringan nya yang di perkuat, dan jangkauan nya lebih luas lagi kak min. terimakasih atas kerja nya🙏🙏 untuk main game nya terlalu berat jaringan nya, tolong di bantu untuk para pengguna untuk kami kak yang sedang mengeluh,. perbaiki untuk jaringan main games nya lagi kak cukup terimakasih. atas kerja sama",4,2025-05-20 00:07:24
Pengguna Google,"saya sebagai pengguna kartu by.u mohon maaf knp akhir² ini sinyal nya selalu nge lag ya dev, padahal pas awal² saya memakai kartu ini baik² aja gak ada kendala nge lag seperti ini, dan ini sangat menganggu sekali.jadi mohon diperbaiki lagi",3,2025-05-14 21:29:01
Pengguna Google,"ada sedikit masalah tolong pihat by.u, saya sering mengalami masalah seperti pembelian kuota di aplikasi by.u,namun yang saya beli tidak masuk kuotanya tapi keterangannya tertulis menuggu,dan sudah lama menunggu tidak ada tanggapan, kuota yang saya beli tidak masuk,namun pembayaran sukses",1,2025-04-23 05:16:37
Pengguna Google,"kecewa banget beli kartu by u dulu sulit masalah di registrasi, sekarang sinyalnya jelek parah. gak bisa upload, kirim video pendek, sampe buka aplikasipun gambarnya gak muncul. udah coba chat bantuan di apk by u tapi gak bisa. gak pernah sekecewa ini selama beli kartu lain. semoga bisa jadi bahan perbaikan untuk kedepannya.",1,2025-04-06 22:38:45
Pengguna Google,"dari update terakhir, ada satu masalah yg gk diperbaiki sama sekali (mungkin ini minor buat kebanyakan orang tapi tidak buat saya). tombol close (x) di banner promosi in-app nya terlalu kecil n samar2. ditambah warna promosi nya gonjreng kali + oversize hampir menutupi seluruh layar, lengkap sudah tombol close nya tertutup banner nya. ane gk tau ini memang disengaja atau tidak, tapi ini sangat mengganggu. tolong dikondisikan ya mimin untuk update kedepan nya. selebih nya sudah bagus kok.",3,2025-05-20 18:33:41
Pengguna Google,"Dulu ada kuota 9GB harga Rp 17000 tapi setelah beli sekali, tidak pernah muncul lagi, sudah coba restart hp, sudah hapus cache, sudah hapus data aplikasi, sudah install ulang, tetap tidak muncul ! Di by.u ortu selalu ada kuota 9GB harga Rp 17000 dan sudah beli empat kali !",1,2025-05-05 19:42:55
Pengguna Google,Berharap tadinya pakai provider ini Internet jarang gangguan dan tidak lemot. walaupun katanya Jaringan 4G paling stabil dari Telkomsel. tetapi sama saja dengan yg lain Gangguan jaringan dan Sinyal Lemot selalu menyertai.... apa kalian mencekik BANDWIDTH nya ? tulisan speed sih memang menggiurkan... Jangan berkata bahwa daerah tertentu tidak terjangkau...karena provider ini sudah lama. selama diCEKIK Bandwidth nya...jangan koar-koar paling stabil... dah gitu aja...!,1,2025-05-03 13:01:43
Pengguna Google,assalamu'alaikum ulasan saya sangat sangat sangat kurang nyaman cuma pas di awal enak banyak promo data dan sinyal kuat tapi sekarang sinyal nya minta ampun hampir setiap detik ngelek dikit² ngelek update sering bukan tambah bagus sinyal mlh tambah lemot kenapa setiap aplikasi maupun game update sering tapi bukan nya membantu tapi mlh bikin emosional mending jangan lagi update selama nya sekalian juga² tambah rusak bukan tambah mudah cukup jangan lagi update kalau belum bisa memastikan nyaman...,1,2025-04-11 09:26:35
Pengguna Google,"Saya kecewa sama byu hari ini Data seluler kadang bisa kadang gak bisa.. banyak gak bisanya!!!! Saya pindah ke sim satunya telkomsel bisa Byu kuota ada msh 35GB sinyal kadang ilang kadang seluler data bisa kadang gak bisa!!!! Saya kecewa bener bener... Sinyalnya sekarang lemot, gak jelas jadi makin males pakai byu gak recommended buang aja kartunya",1,2025-05-11 18:24:38
Pengguna Google,"over all bagus sih mulai dri sinyal, pilihan kuota, promonya, dan masih banyak lagi cuma ada satu nih yg masih kurang, di mode ""dark mode"" nya masih belum optimal, soalnya pas di beberapa menu buat pembelian kuota sama menu detail kuota background nya putih trus tulisan nya juga putih kan jadi enggak keliatan sisa kuota yg kita pake tinggal brp",5,2025-03-21 00:05:09
Pengguna Google,"Sinyal susah !!! Untuk daerah Majalengka kecamatan ligung !!! Sinyal 4G+ tapi buat game , buka tiktok susah nya minta ampun !!! Harga paketan oke cuman kualitas sinyal nya saja yang jelek walaupun tertera 4G+ Dan bar sinyal full !!!",1,2025-04-07 11:28:57
Pengguna Google,"jujur aplikasi nya bagus banget,paket internet nya juga murah ², banyak promo, jaringan nya juga bagus stabil tapi belakang ini setiap buka aplikasi nya selalu langsung keluar kayak error gitu,jadi untuk admin nya tolong ya itu di atasi soal bikin gak nyaman",5,2025-05-03 14:14:33
Pengguna Google,"Aplikasinya lemot banget. pas buka cuma tampilan cover doang lama.ngga ada menunya. Pas daftar pake Gmail, lemot abis pas pakai sosmed daftarnya, dia minta kode verifikasi yg dikirim ke email. pas buka email, terus masuk ke aplikasi lagi, malah harus dari awal ngisinya lagi. saya lihat di ulasan ini banyak yg komen Apalikasinya jelek. Kok ngga ada tindakan perbaikan gitu ? Saya pertama pake byu ini, tapi habis kesabaran saya cuma gegera registrasi doang.",1,2025-03-30 06:25:35
Pengguna Google,ditingkatkan terkait kestabilan jaringan..dengan alasan jika menggunakan jaringa data telkomsel lebih cepat dibanding dengan jaringan data by.u itu saja masukannya sukses selalu dan bisa menjadi pelopor jaringan data yang murah namun berkualitas terimakasih,5,2025-04-25 08:59:12
Pengguna Google,"Sekarang mau beli SIM card Byu kok ribet banget ya. Beberapa bulan lalu sudah pilih nomor dan Indomaret yang tertera di aplikasi tapi saat sampai di Indomaret yang di tuju kata kasir Indomaret SIM card nya nggak ada, gagal deh. Sekarang coba beli SIM card Byu lagi via aplikasi dengan metode pembayaran via gopay tapi kuota internetnya cuma tersedia 1 pilihan (super kaget 3GB) nggak ada pilihan lain, sedangkan kuota internet yang biasa saya pakai (yang bikin nempel) malah nggak ada. Byu kenapa?",3,2025-05-19 22:36:59
Pengguna Google,"Pengalaman saya memakai by.U sangat buruk, sinyal sering tiba tiba hilang saat sedang bermain dan itu sangat memganggu sekali.Semakin lama kualitas sinyal by.U semakin buruk tidak seperti yang dulu",1,2025-04-06 17:42:22
Pengguna Google,"aplikasi banyak bug nya, kemarin gak bisa lanjut step pas req ganti sim sampe harus hubungi call center via ig karwna via aplikasi gak bisa tersambung, sekarang cek status stag lagi gak bisa liat tracking sim nya, tolong dibenerin dong,,",1,2025-05-19 06:43:25
Pengguna Google,"Pelayanan pargantian paket mbps sulit dari paket sebelumnya yang sudah fup ke paket yang baru di beli. Alhasil pake mbps yang baru tidak bisa di gunakan sebelum masa paket aktif, cs di nindy dan Ig tidak membantu. Proses masih berlangsung di hari ke 2??? Deactive paket butuh waktu sehari lebih.",4,2025-05-01 20:53:29
Pengguna Google,"harusnya tidak ada otp untuk pengisian kuota,seperti operator lain ini sangat menyusahkan. setiap saya ngirim kuota atau pulsa ke ibu saya yang gaptek di kampung jadi susah karena harus mencari orang untuk memasukan otp. masalah sederhana tetapi di buat ribet.",1,2025-05-12 19:21:33
Pengguna Google,"mohon maaf mimin by.U karena memberi 3 bintang untuk saat ini. Banyak kendala di kartu by.U akhir-akhir ini seperti jaringan bisa hilang sendiri, bahkan dengan tempat yang memiliki banyak sinyal bisa tidak bisa menggunakan kouta/data sekalipun 😞",3,2025-05-08 20:14:48
Pengguna Google,"untuk harga promo sudah cukup murah tapi tolong untuk kualitas jaringan nya di tingkatkan lagi, pas pertama nyoba mah lancar tapi setelah beberapa minggu sering saya ngga bisa ngirim pesan jadi terpaksa saya matikan kartunya terlebih dahulu lalu saya nyalakan lagi setelah itu saya baru bisa kirim pesan mohon tingkatkan kualitas jaringan nya ya terimakasih",5,2025-05-17 08:01:33
Pengguna Google,"makin kesini sinyal byu makin kaga jelas, lemoooot banget, apalagi kalo hujan, saya beli paket 2 Mbps pun tidak ada pengaruh nya ttep lemott banget , tolong di jelaskan jangan banyak pencitraan dan iklan promosi, tapi tingkat kan lagi kualitas sinyal anda.",1,2025-04-01 12:52:46
Pengguna Google,"Saya sudah menggunakan By.u lebih dari 2 tahun dan berdasarkan pengalaman saya ada kelebihan serta kekurangan dari kartu By.u ini. Kelebihan nya adalah harga nya murah, dapat bonus kuota, dan dapat hadiah kuota setiap ulang tahun pengguna. Namun kekurangan dari By.u adalah sinyal yang dimana sinyal menjadi sumber utama dalam pemakaian di perangkat seluler, terkadang sinyal menghilang.",1,2025-05-08 11:57:19
Pengguna Google,"by u jelek,,saya transportasi online buka GPS sering hilang sinyal secara tiba-tiba,yg membuat saya jengkel mau jeput customer jadi terganggu karena gara2 GPS tiba2 mati.. alhasil saya dimarahin sama cs. karna terlambat jemput, mohon segera diperbaiki untuk sinyal kadang hilang sendiri harus nunggu beberapa menit hingga keluar lagi sinyal nya.",1,2025-04-30 17:04:59
Pengguna Google,"Saya percayakan by u karena kelebihannya katanya, hanya saja dlm penggunaan saya sering punya masalah karena terkadang signalnya eror jelas tidak bisa browsing.",4,2025-05-03 18:03:04
Pengguna Google,"jaringan gak stabil, kalau gak sanggup memberikan jaringan yg terbaik gosah diciptakan byu, harga mahal jaringan sulit. lemah sama jaringan, bagus beralih ke sebelah bagus, bye bye byu murah sulit",1,2025-05-20 00:53:56
Pengguna Google,"milih yang ambil di indomaret karena tulisan nya ""1hari bisa diambil"" , terus ga ada update kode pengambilan nya, di komplain katanya mau kirim, eh besok nya di chat bilang nya kirim besoknya lagi. baru hal kecil pengiriman saja sudah menyusahkan. padahal urgent mau dipakai kartu nya. perbaiki lagi service nya ya dan CS yang reply juga diberi training lebih baik lagi. rugi sy tiap hari komplain ga ada solusi sampai 2 tiket pelaporan tetap sama saja.",1,2025-04-28 18:00:12
Pengguna Google,maaf kak saya kasih bt segini dulu soalnya di apk nya ada kendala di awal awal baik baik aja sinyal dan pemesanan paket data lancar tapi pas mau jalan setahun kok malah jadi gak bisa di buka hp nya saya udah nyoba install sama instalasi tapi gak ada perubahan tetep aja sama kalo salah hp saya gak mungkin soalnya udah android 15.tolong ya kak kendala apk nya di benerin,3,2025-04-27 19:09:15
Pengguna Google,"Jaringan sering ga stabil. Padahal sinyal penuh dan posisi di kota, kecewa.. By U makin kesini makin parah..makin ga jelas..eh tolong dong by u benerin sinyalnya..",1,2025-04-30 23:30:01
Pengguna Google,"sekarang by.u parah banget .. tau tau hilang data padahal datanya masih hidup .. mana di jam genting buat call customer pula .. udah di coba on off mode pesawat tetep aja ga bisa .. bener bener buruk .. saran aja, kalo ada pemeliharaan jaringan .. jangan di jam jam orang kerja .. kalo kayak gini bisa di protes sama customer lah aku 😑",1,2025-05-09 09:48:41
Pengguna Google,"voucher nya memang murah,,tapi jaringan nya kurang bagusssss kadang mati""sendiri jaringan nya,, padahal jaringan nya 4G ,, Apalagi saat main game ,, jaringan nya yg ngelek suka tiba""mati jaringan,, membuat terganggu dalam bermain game,, Tolong diperbaiki ini masalah jaringan nya",1,2025-04-01 16:26:53
Pengguna Google,"ini banyak update Tpi selalu punya trouble yg sama.masalah server lah,apk nge bug lah (ga bisa nunjukkin sisa pulsa/saldo),susah ke buka lah.padahal isi Kouta cuman bisa lewat sini,malah jdi susah karena kalau urgent ga bisa diandelin di apk",1,2025-04-03 02:39:03
Pengguna Google,"dear, dev. tolong lah untuk langganan unlimitid jaringannya jangan sampah. tes speed udah memenuhi syarat tp buat main game dan buka aplikasi lemotnya minta ampun. tolonglah diperlancar agar pekerjaan bisa lancar juga.",5,2025-05-06 12:39:01
Pengguna Google,"sekarang bintang 1 aja , sinyal suka ilang apa kuota boros , kadang kadang pas ngrjain tugas suka ilang sinyalnya , sinyal tidak sebagus dulu kuota cepat habis sekarang .... langganan 2 tahun tp lama lama kecewa kalo begini ... lagi ngerjain tugas kerjaan tiba tiba sinyal ilang jadi ngerjain tugas dari awal lagi ...",1,2025-04-16 19:44:44
Pengguna Google,"untk aplikasi sdh bagus dan antar mukanya mudah dimengerti. cuma setiap mau membeli paket harus memasukkan kode otp, yang menurut saya kurang praktis. klo saran saya untuk kode otp setiap pembelian kuota dihilangkan.( terima kasih.. mudah²han kedepannya by.u makin sukses)",3,2025-04-14 07:08:56
Pengguna Google,"jaringan sangat bagus,beli paket data harga yg terjangkau tp dpt kwalitas yg bagus tp agak sayang klu isi pulsa masuk ke aplikasi by u nya lama pada hal cek *888# udh ada pulsa ya tp masuk ke aplikasi by u blm ada,yg lainnya sangat bagus thanks",5,2025-04-25 23:45:01
Pengguna Google,iklan pop up kuota yang di tampilkan sih bagus.memeberikan info produk yang menarik.tapi pop nya gak bisa di close.jadi gak ada gunanya aplikasi by.u. karena harus buka tutup aplikasi sktr 2-3x sampai beruntung iklan pop up bisa ilang.,3,2025-04-10 07:29:54
Pengguna Google,"ga guna, udh coba buat mati- hidup mode pesawat ttp aja jelek tolong deh mahalan dikit gpp koutany tp jaringan bagus ttp nomer 1 buat apa harga murah jaringan 0% , tolong diperbaiki ya jngn smpai kesabaran ku ini terkuras cmn buat ngurusin hal sepele yaitu jaringan.",1,2025-03-30 13:42:16
Pengguna Google,"maaf min bintangnya sya turunin, di hp saya aplikasinya semakin lama semakin kurang responsif. klik produknya harus lebih dari sekali tekan baru bisa kepilih. trus scroll²nya ada delay gitu. prasaan dulu gak kyak gini aplikasinya. saya jadi sering salah pilih produk harus ngulang dr awal lg. terima kasih sudah mendengarkan laporan saya 🙏",3,2025-04-25 06:19:23
Pengguna Google,"ni apk kebanyakan ngebug dimulai dari sulitnya masuk keaplikasi,terus saat masuk tiba²greyscreen diapus data dan login lagi malah disuruh update pas keplaystore ternyata gak ada versi terbaru yg bisa diupdate kocak",2,2025-05-04 19:13:01
Pengguna Google,"fitur nya bagus, jaringan lancar walau gak bisa untuk game, tapi yang paling fatal jaringan seringkali hilang tiba-tiba mesti nunggu beberapa menit sebelum bisa digunakan lagi. jika membandingkan harga dengan yang reguler saya akan menyingkirkan keluhan tersebut, hanya saja saya penasaran jika memang memakai jaringan Telkomsel kenapa sering kali tiba-tiba hilang jaringan nya?. lalu kenapa tidak bisa digunakan dengan baik untuk bermain game online?.",3,2025-05-10 18:27:52
Pengguna Google,"Customer fast respond untuk membantu mengatasi masalah yang ada,big respek. dan untuk paket kuota untuk harga lebih baik dari byu dari pada provider lain tetapi belum sempurna karena sinyal yg tidak stabil di beberapa kondisi tertentu tetapi meingat harga itu sudah seimbang. selain itu masalah code,terkadang ada code yang tidak dapat masuk ke message ini cukup mengkhawatirkan dikarenakan terkadang ada kondisi perlu tetapi karna keterlambatan atau tidak masuknya code ini cukup menyulitkan thxx",4,2025-04-14 15:52:22
Pengguna Google,"bagus aja si beli kouta, pulsa lewat app. yang jadi masalah ngebuka aplikasi udah kayak aplikasi pemerintah, lelet nya minta ampun. ngeklik ini lama itu lama. apa-apa harus nunggu.. update yang bener lah, tolong!",2,2025-04-18 09:41:44
Pengguna Google,"aplikasi nya sering eror kadang ga bisa masuk jadi mau beli paket susah tolong di fix biar nyaman saat menggunakan aplikasi, terimakasih juga kepada pihak by.u karena sudah membuat harga paket murah sinyal lumayan bagus.",5,2025-04-19 10:06:31
Pengguna Google,hii...maaf ya kak...kok saya baru beli ngak sampai 4hari..sinyal ny E kadang 4G udh itu berubah lagi...saya mintak tolong banget ya kak..tolong perbaiki sinyal ny kak..padahal isi 40gb kemarin....gelek2 sinyal ny kak...mohon banget kasih Sinyal yg baik..rencana ny mau kasih tau sama teman2 harga voucher ny murah..eee tau ny murah doang sinyal engak ad adeh adehh tolong ya kak perbaiki..dan 1 lagi aplikasih bay.u ny jangan iklan trs jadi males aku buka aplikasi Ba.u ny..saya kasih 3bintang trmakh,3,2025-03-26 04:04:27
Pengguna Google,"kok bisa, kuotanya masih ada 250MB+ masa aktif kuota jua masih lama, di isi pulsa masuk. pengen beli kuota lagi, biasa isi 7GB 30 Hari 15K eh, pulsanya berkurang Rp 400 padahal gk ada make buat sms/telpon ini gimana? bukan masalah nominal, tapi kok bisa gitu.",1,2025-04-25 19:36:35
