text,topic,probability,topic_label
update terakhir satu masalah yg gk diperbaiki sama sekali mungkin minor buat kebanyakan orang buat tombol close x banner promosi inapp terlalu kecil n samar ditambah warna promosi gonjreng kali oversize hampir menutupi seluruh layar lengkap tombol close tertutup banner ane gk tau memang disengaja sangat mengganggu dikondisikan mimin update kedepan selebih bagus kok,-1,0.21799452107258682,-1_jaringan_kuota_sinyal_yg
dulu kuota gb harga rp beli sekali pernah muncul coba restart hp hapus cache hapus data aplikasi install ulang tetap muncul byu ortu selalu kuota gb harga rp beli empat kali,0,0.5884721568875899,0_aplikasi_game_buka_jaringan
berharap tadinya pakai provider internet jarang gangguan lemot walaupun katanya jaringan g paling stabil telkomsel sama yg gangguan jaringan sinyal lemot selalu menyertai apa kalian mencekik bandwidth tulisan speed sih memang menggiurkan jangan berkata daerah tertentu terjangkau provider lama selama dicekik bandwidth jangan koarkoar paling stabil dah gitu,0,0.2768788702957154,0_aplikasi_game_buka_jaringan
assalamu alaikum ulasan sangat sangat sangat kurang nyaman cuma pas awal enak banyak promo data sinyal kuat sekarang sinyal minta ampun hampir detik dikit update sering bukan tambah bagus sinyal mlh tambah lemot aplikasi maupun game update sering bukan membantu mlh bikin emosional mending jangan update selama sekalian tambah rusak bukan tambah mudah cukup jangan update kalau memastikan nyaman,-1,0.3726140649810008,-1_jaringan_kuota_sinyal_yg
kecewa sama byu hari data seluler kadang kadang gak banyak gak bisanya pindah sim satunya telkomsel byu kuota msh gb sinyal kadang ilang kadang seluler data kadang gak kecewa bener bener sinyalnya sekarang lemot gak jelas jadi makin males pakai byu gak recommended buang kartunya,-1,0.14906386645715577,-1_jaringan_kuota_sinyal_yg
bagus sih mulai dri sinyal pilihan kuota promonya banyak cuma satu nih yg kurang mode dark mode optimal soalnya pas beberapa menu buat pembelian kuota sama menu detail kuota background putih trus tulisan putih kan jadi enggak keliatan sisa kuota yg pake tinggal brp,-1,0.03864550474947252,-1_jaringan_kuota_sinyal_yg
sinyal susah daerah majalengka kecamatan ligung sinyal g buat game buka tiktok susah minta ampun harga paketan oke cuman kualitas sinyal jelek walaupun tertera g bar sinyal full,2,0.4795705220397909,2_sinyal_sinyalnya_ilang_hilang
jujur aplikasi bagus banget paket internet murah banyak promo jaringan bagus stabil belakang buka aplikasi selalu langsung keluar kayak error gitu jadi admin atasi soal bikin gak nyaman,0,0.3433881199768521,0_aplikasi_game_buka_jaringan
aplikasinya lemot banget pas buka cuma tampilan cover doang lama ngga menunya pas daftar pake gmail lemot abis pas pakai sosmed daftarnya minta kode verifikasi yg dikirim email pas buka email terus masuk aplikasi malah awal ngisinya lihat ulasan banyak yg komen apalikasinya jelek kok ngga tindakan perbaikan gitu pertama pake byu habis kesabaran cuma gegera registrasi doang,-1,0.16604115556747195,-1_jaringan_kuota_sinyal_yg
ditingkatkan terkait kestabilan jaringan alasan menggunakan jaringa data telkomsel lebih cepat dibanding jaringan data byu masukannya sukses selalu menjadi pelopor jaringan data murah berkualitas terimakasih,-1,0.23012052676993766,-1_jaringan_kuota_sinyal_yg
sekarang mau beli sim card byu kok ribet banget beberapa bulan lalu pilih nomor indomaret tertera aplikasi indomaret tuju kata kasir indomaret sim card gagal deh sekarang coba beli sim card byu via aplikasi metode pembayaran via gopay kuota internetnya cuma tersedia pilihan super kaget gb pilihan kuota internet biasa pakai bikin nempel malah byu,-1,0.21116970813576247,-1_jaringan_kuota_sinyal_yg
pengalaman memakai byu sangat buruk sinyal sering tiba tiba hilang sedang bermain sangat memganggu sekali semakin lama kualitas sinyal byu semakin buruk dulu,2,0.658145695179439,2_sinyal_sinyalnya_ilang_hilang
aplikasi banyak bug kemarin gak lanjut step pas req ganti sim sampe hubungi call center via ig karwna via aplikasi gak tersambung sekarang cek status stag gak liat tracking sim dibenerin dong,-1,0.2164828817487796,-1_jaringan_kuota_sinyal_yg
pelayanan pargantian paket mbps sulit paket sebelumnya fup paket baru beli alhasil pake mbps baru gunakan masa paket aktif cs nindy ig membantu proses berlangsung hari deactive paket butuh waktu sehari lebih,3,0.14961921132779274,3_mbps_unlimited_fup_kbps
harusnya otp pengisian kuota operator sangat menyusahkan ngirim kuota pulsa ibu gaptek kampung jadi susah mencari orang memasukan otp masalah sederhana buat ribet,-1,0.040761331643251075,-1_jaringan_kuota_sinyal_yg
mohon maaf mimin byu memberi bintang banyak kendala kartu byu akhirakhir jaringan hilang sendiri bahkan tempat memiliki banyak sinyal menggunakan kouta data sekalipun,2,0.41369247743890114,2_sinyal_sinyalnya_ilang_hilang
harga promo cukup murah kualitas jaringan tingkatkan pas pertama nyoba mah lancar beberapa minggu sering ngga ngirim pesan jadi terpaksa matikan kartunya terlebih lalu nyalakan baru kirim pesan mohon tingkatkan kualitas jaringan terimakasih,-1,0.22690439448444702,-1_jaringan_kuota_sinyal_yg
makin kesini sinyal byu makin kaga jelas lemoooot banget kalo hujan beli paket mbps pengaruh ttep lemott banget jelaskan jangan banyak pencitraan iklan promosi tingkat kan kualitas sinyal,-1,0.16967274963902132,-1_jaringan_kuota_sinyal_yg
menggunakan byu lebih tahun berdasarkan pengalaman kelebihan kekurangan kartu byu kelebihan harga murah bonus kuota hadiah kuota ulang tahun pengguna kekurangan byu sinyal sinyal menjadi sumber utama pemakaian perangkat seluler terkadang sinyal menghilang,2,0.29965496585798834,2_sinyal_sinyalnya_ilang_hilang
byu jelek transportasi online buka gps sering hilang sinyal tibatiba yg membuat jengkel mau jeput customer jadi terganggu gara gps tiba mati alhasil dimarahin sama cs karna terlambat jemput mohon segera diperbaiki sinyal kadang hilang sendiri nunggu beberapa menit hingga keluar sinyal,2,0.6655843807706913,2_sinyal_sinyalnya_ilang_hilang
percayakan byu kelebihannya katanya dlm penggunaan sering punya masalah terkadang signalnya eror jelas browsing,-1,0.03671148303930345,-1_jaringan_kuota_sinyal_yg
jaringan gak stabil kalau gak sanggup memberikan jaringan yg terbaik gosah diciptakan byu harga mahal jaringan sulit lemah sama jaringan bagus beralih sebelah bagus bye bye byu murah sulit,0,0.48709177882124643,0_aplikasi_game_buka_jaringan
milih ambil indomaret tulisan hari diambil terus ga update kode pengambilan komplain katanya mau kirim eh besok chat bilang kirim besoknya baru kecil pengiriman menyusahkan padahal urgent mau dipakai kartu perbaiki service cs reply diberi training lebih baik rugi sy tiap hari komplain ga solusi tiket pelaporan tetap sama,-1,0.1285350116119675,-1_jaringan_kuota_sinyal_yg
maaf kak kasih bt segini dulu soalnya kendala awal awal baik baik sinyal pemesanan paket data lancar pas mau jalan setahun kok malah jadi gak buka hp udah nyoba install sama instalasi gak perubahan tetep sama kalo salah hp gak mungkin soalnya udah android kak kendala benerin,-1,0.12866444585961734,-1_jaringan_kuota_sinyal_yg
jaringan sering ga stabil padahal sinyal penuh posisi kota kecewa byu makin kesini makin parah makin ga jelas eh dong byu benerin sinyalnya,2,0.5539299367248525,2_sinyal_sinyalnya_ilang_hilang
sekarang byu parah banget tau tau hilang data padahal datanya hidup mana jam genting buat call customer udah coba mode pesawat tetep ga bener bener buruk saran kalo pemeliharaan jaringan jangan jam jam orang kerja kalo kayak gini protes sama customer lah aku,-1,0.08187192754669088,-1_jaringan_kuota_sinyal_yg
voucher memang murah jaringan kurang bagusssss kadang mati sendiri jaringan padahal jaringan g main game jaringan yg suka tiba mati jaringan membuat terganggu bermain game diperbaiki masalah jaringan,0,1.0,0_aplikasi_game_buka_jaringan
banyak update tpi selalu punya trouble yg sama masalah server lah nge bug lah ga nunjukkin sisa pulsa saldo susah buka lah padahal isi kouta cuman lewat sini malah jdi susah kalau urgent ga diandelin,-1,0.0523438148351456,-1_jaringan_kuota_sinyal_yg
dear dev lah langganan unlimitid jaringannya jangan sampah tes speed udah memenuhi syarat tp buat main game buka aplikasi lemotnya minta ampun tolonglah diperlancar pekerjaan lancar,0,0.3456874209951695,0_aplikasi_game_buka_jaringan
sekarang bintang sinyal suka ilang apa kuota boros kadang kadang pas ngrjain tugas suka ilang sinyalnya sinyal sebagus dulu kuota cepat habis sekarang langganan tahun tp lama lama kecewa kalo begini ngerjain tugas kerjaan tiba tiba sinyal ilang jadi ngerjain tugas awal,2,1.0,2_sinyal_sinyalnya_ilang_hilang
untk aplikasi sdh bagus antar mukanya mudah dimengerti cuma mau membeli paket memasukkan kode otp kurang praktis klo saran kode otp pembelian kuota dihilangkan terima kasih mudahhan kedepannya byu makin sukses,4,0.129429307777691,4_mudah_harga_bagus_murah
jaringan sangat bagus beli paket data harga yg terjangkau tp dpt kwalitas yg bagus tp sayang klu isi pulsa masuk aplikasi byu lama cek udh pulsa tp masuk aplikasi byu blm yg lainnya sangat bagus thanks,-1,0.19916982664809177,-1_jaringan_kuota_sinyal_yg
iklan pop kuota tampilkan sih bagus memeberikan info produk menarik pop gak close jadi gak gunanya aplikasi byu buka tutup aplikasi sktr x beruntung iklan pop ilang,-1,0.13186359619425062,-1_jaringan_kuota_sinyal_yg
ga udh coba buat mati hidup mode pesawat ttp jelek deh mahalan dikit gpp koutany tp jaringan bagus ttp nomer buat apa harga murah jaringan diperbaiki jngn smpai kesabaran ku terkuras cmn buat ngurusin sepele jaringan,0,0.25205728424269225,0_aplikasi_game_buka_jaringan
maaf min bintangnya sya turunin hp aplikasinya semakin lama semakin kurang responsif klik produknya lebih sekali tekan baru kepilih trus scrollnya delay gitu prasaan dulu gak kyak gini aplikasinya jadi sering salah pilih produk ngulang dr awal lg terima kasih mendengarkan laporan,0,0.3880262110971059,0_aplikasi_game_buka_jaringan
ni kebanyakan ngebug dimulai sulitnya masuk keaplikasi terus masuk tibagreyscreen diapus data login malah disuruh update pas keplaystore ternyata gak versi terbaru yg diupdate kocak,-1,0.17090451672672255,-1_jaringan_kuota_sinyal_yg
fitur bagus jaringan lancar gak game paling fatal jaringan seringkali hilang tibatiba mesti nunggu beberapa menit digunakan membandingkan harga reguler menyingkirkan keluhan tersebut penasaran memang memakai jaringan telkomsel sering kali tibatiba hilang jaringan lalu digunakan baik bermain game online,0,0.46164110102035844,0_aplikasi_game_buka_jaringan
customer fast respond membantu mengatasi masalah big respek paket kuota harga lebih baik byu provider sempurna sinyal yg stabil beberapa kondisi tertentu meingat harga seimbang masalah code terkadang code masuk message cukup mengkhawatirkan dikarenakan terkadang kondisi perlu karna keterlambatan masuknya code cukup menyulitkan thxx,-1,0.05827240506763544,-1_jaringan_kuota_sinyal_yg
bagus si beli kouta pulsa lewat app jadi masalah ngebuka aplikasi udah kayak aplikasi pemerintah lelet minta ampun ngeklik lama lama apaapa nunggu update bener lah,0,0.3651607365874403,0_aplikasi_game_buka_jaringan
aplikasi sering eror kadang ga masuk jadi mau beli paket susah fix biar nyaman menggunakan aplikasi terimakasih pihak byu membuat harga paket murah sinyal lumayan bagus,-1,0.09562908901997177,-1_jaringan_kuota_sinyal_yg
hii maaf kak kok baru beli ngak hari sinyal ny e kadang g udh berubah mintak banget kak perbaiki sinyal ny kak padahal isi gb kemarin gelek sinyal ny kak mohon banget kasih sinyal yg baik rencana ny mau kasih tau sama teman harga voucher ny murah eee tau ny murah doang sinyal engak ad adeh adehh kak perbaiki aplikasih bay u ny jangan iklan trs jadi males aku buka aplikasi ba u ny kasih bintang trmakh,2,1.0,2_sinyal_sinyalnya_ilang_hilang
kok kuotanya mb masa aktif kuota jua lama isi pulsa masuk pengen beli kuota biasa isi gb hari k eh pulsanya berkurang rp padahal gk make buat sms telpon gimana bukan masalah nominal kok gitu,-1,0.23980429969589068,-1_jaringan_kuota_sinyal_yg
kecewa banget udah pakei byu lama kecewain karna aku udah beli kuota via alfa kuota gak masuk masuk struk udah buang udah chat cs tetep gak upaya pengecekan dulu bahkan ternyata liat komenan meskipun bukti transaksi tetep gak balik kuota parah banget,1,0.32815796756431076,1_kartu_pembayaran_beli_sim
pesen tgl sampe sekarang tgl baru serahkan kurir mana pas cek resi gada datanya hasil laporan kalo ga laporan kayaknya sampe kapan kali kirim sekelas u ident sampe hari kejelasan kompensasi apapun tanggapi laporan resi cek website pengirimannya terdeteksi,1,0.6077581461507533,1_kartu_pembayaran_beli_sim
cara pakai aplikasi byu kayak mana tadi pas dh beli kartu byu katanya kuota gb diaktifkan pas diaktifkan tetap gak terus pas dh download aplikasi byu udh login nomor telepon byu pas ditinggal malah hrs login dh jelas jelas tdi terus pas mau coba pakai kuota gb malah gak padahal cuman mau buka aplikasi byu sendiri dijelaskan cara kerjanya gk chat langsung sama nindy,-1,0.04437438320611838,-1_jaringan_kuota_sinyal_yg
kualitas jaringannya sangat bagus kalau server aplikasinya diperbaiki sering error beberapa bagian menu bag,0,0.6411039256691662,0_aplikasi_game_buka_jaringan
aplikasi dipakai sejak update terbaru meski instal ulang apps byu hapus data cache tetep force close beberapa detik dibuka,0,0.42642694119115043,0_aplikasi_game_buka_jaringan
byu dah sering banget bermasalah mau masuk topup paket eh apknya selalu logout sendiri padahal udah update berulang kali uninstall apknya mohon solusinya dong pindah provider nih,0,0.4483891410635498,0_aplikasi_game_buka_jaringan
dear byu pembelian paket data menggunakan pulsa menggunakan kode otp karna karna kartu byu banyak digunakan gps kendaraan menggunakan otp gimana cara ngelihatnya kartu sim card gps kendaraan terimakasih semoga perubahan,-1,0.15401877919393805,-1_jaringan_kuota_sinyal_yg
kalian coba bandingkan kartu u beli paket gb rb terus bandingkan im rb gb kalian gak bakal percaya kalo lebih awet gb haha kuota doang isi bayak ternyata bukan kuota asli tpi tulisan pake hari ajja abis main ig tpi im sampe seminggu jauh banget beda awet im emang asli kuota sia sia beli mhal asli nyata,-1,0.18206876320342918,-1_jaringan_kuota_sinyal_yg
sangat sangat kecewa berat byu sinyal selalu ilang cuma panggilan darurat percuma beli penting selalu gabisa buat qris sinyal malah gaada buat scan tiket waktu mau chek kereta jg sinyal gaada bener ngerugiin bagettt gabisa diandelinn dibenahin pdahak kota gede gamungkin ding kalo gaada sinyal selama aman pake operator lainn,2,0.5128182245701299,2_sinyal_sinyalnya_ilang_hilang
awal pake sinyal bagus lancar trs akhir sinyal makin ga bagus buat klo malem buka video bukan game leg trs kembalikan sinyal awal,-1,0.24836489805792988,-1_jaringan_kuota_sinyal_yg
byu makin kesana sini gua mau beli paket gb pas mau pembayaran gua pilih metode dana saldo kurang pas cek ternyata dana ku rp situ tulisan saldo kurang mohon perbaiki secepatnya btw semua liat komen aku ganti kartu kalian kecewa byu saran kan pindah telkomsel,6,0.38431064961384287,6_tetep_udh_gabisa_bener
gimana kali isi pulsa selalu potong mulu emang bayar operator kali chat admin selalu lelet respon lah perbaiki min orang ngerasa rugi kalo tiap isi pulsa selalu potong langsung kali nyalahin data nama manusia kan kadang inget ka enggak,-1,0.14426934963916596,-1_jaringan_kuota_sinyal_yg
koneksi stabil sering lag spikes kecepatan naik turun sering sekali hilang koneksi kadang hampir jam koneksi,-1,0.28234833931788733,-1_jaringan_kuota_sinyal_yg
dh muak dlu pas awal pinah byu merasa puas jaringanya cukup stabil buat kerja youtube nonton film maen game semua lancar japi masuk tahun jadi lag kecepatan menurun drastis bahkah buat dapet kbs ajah susah kudu nunggu tengah malem udah ngikutin sara cs buat ubah jaringan manual terus refresh sama ajh mungkin udah saatnya menyerah beralih provider loc kota tegal,5,0.2941678777641077,5_youtube_nonton_instagram_topping
busuk banget sinyalnya bar doang full sinyal buat chatting kayak wa susah buka fb yt gak jalan game ohya aplikasinya berat banget padahal pake jaringan byu sendiri udah gitu pas minta ganti email katanya kesalahan otp terus sinyal aplikasi diperbaiki,-1,0.31055505223350294,-1_jaringan_kuota_sinyal_yg
mau unreg kok pemberitahuan memaki jaringan wifi padahal wifi matiin nambah gak jelas padahal kalo mau unreg dii paksa lewat aplikasi bukan mudah gunakan manusia malah tambah susah,0,0.8112003235873655,0_aplikasi_game_buka_jaringan
aplikasinya gajelas gangguan mulu lemot bgt respon komplen lama banget udah isi lewat mbanking berhasil gamasuk masuk bingung komplen astaga baru kali kecewa pake telkomsel pikir kali deh kalau mau pake kartu parah,-1,0.2591927169796684,-1_jaringan_kuota_sinyal_yg
dong email hapuss mau hapus terus minta kode otp g tulisan terjadi masalah trus suruh minta otp tetp trjadi kesalahan akhirnya ttp suruh minta otp terjadi kesalahan minta otp terjadi kesalahan kyk gitu teruuuss seolaholah ni aplikas g mau hapus emailnya nyesel masukin email tetp ngebuggggg,-1,0.2367889321556285,-1_jaringan_kuota_sinyal_yg
nomor pengambilan kartu indomart muncul padahal sinyal stabil tanya kebagian cs byu bilangnya dikirim rumah buruk banget sistemnya mana udah bayar indomart nyusahin mana jawabnya lelet bgt perbaiki dong sistem biar ngga ngerugiin customer perusahaan segede buruk bgt pelayanannya,1,0.42488827989241873,1_kartu_pembayaran_beli_sim
ku byu sekarang makin boros ngisi tgl april udah abis tgl april gak nyampe sebulan cepet banget abisnya perasaan barunya pake byu tuh enak bgt gak boros datanya makin kesini makin makin borosnya pemakaian jarangjarang lebih murah disebelah maaf,-1,0.02832838865509326,-1_jaringan_kuota_sinyal_yg
sangat kecewa byu membeli kuota gb transaksi melalui gopay berhasil bukti bila perlu merasa dirugikan transaksi berhasil pesanan masuk suda berjam jam suda lapor pihak u respon lambat sangat mengecewakan,1,0.40498982504111575,1_kartu_pembayaran_beli_sim
beli kuota byu keluar kode pembayaran lanjut bayar sukses pembayaran kuota masuk chat customer sedang menunggu proses krn memberikan bukti semua tp sekarang kelanjutan laporan kouta masuk padahal masalah kecil tp selesaikan terus sya tanya customer hr mdhn kelanjutan sya engga kapok beli byu lg,1,0.5277915305624951,1_kartu_pembayaran_beli_sim
